G_filename,H_filename,Score,TP,FP,FN,Reversed Edges,Accuracy,Precision,Recall,F1-Score,Depth Deviation,Mean Depth Error
G_100_30_spectral_centrality,H_100_30_spectral_centrality,spectral_centrality,2,0,97,0,0.020202,1.0,0.020202,0.039604,0,0.0
G_100_30_spectral_clustering,H_100_30_spectral_clustering,spectral_clustering,20,47,79,30,0.136986,0.298507,0.20202,0.240964,0,0.0
G_100_30_spectral_radius,H_100_30_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_30_triangle,H_100_30_triangle,triangle,19,11,80,4,0.172727,0.633333,0.191919,0.294574,0,0.0
G_100_40,H_100_40,default,47,52,52,2,0.311258,0.474747,0.474747,0.474747,3306,33.06
G_100_40_betweenness_centrality,H_100_40_betweenness_centrality,betweenness_centrality,85,53,14,14,0.559211,0.615942,0.858586,0.7173,0,0.0
G_100_40_closeness_centrality,H_100_40_closeness_centrality,closeness_centrality,36,102,63,63,0.179104,0.26087,0.363636,0.303797,0,0.0
G_100_40_clustering_coefficient,H_100_40_clustering_coefficient,clustering_coefficient,11,11,88,4,0.1,0.5,0.111111,0.181818,0,0.0
G_100_40_core_number,H_100_40_core_number,core_number,33,0,66,0,0.333333,1.0,0.333333,0.5,0,0.0
G_100_40_degree_centrality,H_100_40_degree_centrality,degree_centrality,81,42,18,13,0.574468,0.658537,0.818182,0.72973,0,0.0
G_100_40_fiedler_vector,H_100_40_fiedler_vector,fiedler_vector,46,92,53,53,0.240838,0.333333,0.464646,0.388186,0,0.0
G_100_40_hits,H_100_40_hits,hits,62,76,37,37,0.354286,0.449275,0.626263,0.523207,0,0.0
G_100_40_in_degree_centrality,H_100_40_in_degree_centrality,in_degree_centrality,23,57,76,26,0.147436,0.2875,0.232323,0.256983,0,0.0
G_100_40_katz,H_100_40_katz,katz,37,86,62,48,0.2,0.300813,0.373737,0.333333,0,0.0
G_100_40_laplacian_eigenmap,H_100_40_laplacian_eigenmap,laplacian_eigenmap,46,92,53,53,0.240838,0.333333,0.464646,0.388186,0,0.0
G_100_40_local_efficiency,H_100_40_local_efficiency,local_efficiency,11,11,88,4,0.1,0.5,0.111111,0.181818,0,0.0
G_100_40_normalized_laplacian,H_100_40_normalized_laplacian,normalized_laplacian,82,56,17,17,0.529032,0.594203,0.828283,0.691983,0,0.0
G_100_40_our_degree_centrality,H_100_40_our_degree_centrality,our_degree_centrality,81,45,18,11,0.5625,0.642857,0.818182,0.72,0,0.0
G_100_40_pagerank,H_100_40_pagerank,pagerank,54,84,45,45,0.295082,0.391304,0.545455,0.455696,0,0.0
G_100_40_spectral_centrality,H_100_40_spectral_centrality,spectral_centrality,42,10,57,1,0.385321,0.807692,0.424242,0.556291,0,0.0
G_100_40_spectral_clustering,H_100_40_spectral_clustering,spectral_clustering,25,46,74,29,0.172414,0.352113,0.252525,0.294118,0,0.0
G_100_40_spectral_radius,H_100_40_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_40_triangle,H_100_40_triangle,triangle,10,6,89,3,0.095238,0.625,0.10101,0.173913,0,0.0
G_100_50,H_100_50,default,41,58,58,1,0.261146,0.414141,0.414141,0.414141,3570,35.7
G_100_50_betweenness_centrality,H_100_50_betweenness_centrality,betweenness_centrality,89,59,10,10,0.563291,0.601351,0.89899,0.720648,0,0.0
G_100_50_closeness_centrality,H_100_50_closeness_centrality,closeness_centrality,64,84,35,35,0.349727,0.432432,0.646465,0.518219,0,0.0
G_100_50_clustering_coefficient,H_100_50_clustering_coefficient,clustering_coefficient,13,24,86,10,0.105691,0.351351,0.131313,0.191176,0,0.0
G_100_50_core_number,H_100_50_core_number,core_number,23,0,76,0,0.232323,1.0,0.232323,0.377049,0,0.0
G_100_50_degree_centrality,H_100_50_degree_centrality,degree_centrality,82,50,17,10,0.550336,0.621212,0.828283,0.709957,0,0.0
G_100_50_fiedler_vector,H_100_50_fiedler_vector,fiedler_vector,48,100,51,51,0.241206,0.324324,0.484848,0.388664,0,0.0
G_100_50_hits,H_100_50_hits,hits,48,100,51,51,0.241206,0.324324,0.484848,0.388664,0,0.0
G_100_50_in_degree_centrality,H_100_50_in_degree_centrality,in_degree_centrality,28,60,71,29,0.176101,0.318182,0.282828,0.299465,0,0.0
G_100_50_katz,H_100_50_katz,katz,56,82,43,34,0.309392,0.405797,0.565657,0.472574,0,0.0
G_100_50_laplacian_eigenmap,H_100_50_laplacian_eigenmap,laplacian_eigenmap,48,100,51,51,0.241206,0.324324,0.484848,0.388664,0,0.0
G_100_50_local_efficiency,H_100_50_local_efficiency,local_efficiency,14,25,85,10,0.112903,0.358974,0.141414,0.202899,0,0.0
G_100_50_normalized_laplacian,H_100_50_normalized_laplacian,normalized_laplacian,73,75,26,26,0.41954,0.493243,0.737374,0.591093,0,0.0
G_100_50_our_degree_centrality,H_100_50_our_degree_centrality,our_degree_centrality,82,48,17,12,0.557823,0.630769,0.828283,0.716157,0,0.0
G_100_50_pagerank,H_100_50_pagerank,pagerank,52,96,47,47,0.266667,0.351351,0.525253,0.421053,0,0.0
G_100_50_spectral_centrality,H_100_50_spectral_centrality,spectral_centrality,74,40,25,13,0.532374,0.649123,0.747475,0.694836,0,0.0
G_100_50_spectral_clustering,H_100_50_spectral_clustering,spectral_clustering,24,55,75,27,0.155844,0.303797,0.242424,0.269663,0,0.0
G_100_50_spectral_radius,H_100_50_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_50_triangle,H_100_50_triangle,triangle,13,14,86,4,0.115044,0.481481,0.131313,0.206349,0,0.0
G_100_60,H_100_60,default,42,57,57,2,0.269231,0.424242,0.424242,0.424242,3123,31.23
G_100_60_betweenness_centrality,H_100_60_betweenness_centrality,betweenness_centrality,79,79,20,20,0.44382,0.5,0.79798,0.614786,0,0.0
G_100_60_closeness_centrality,H_100_60_closeness_centrality,closeness_centrality,71,87,28,28,0.38172,0.449367,0.717172,0.552529,0,0.0
G_100_60_clustering_coefficient,H_100_60_clustering_coefficient,clustering_coefficient,11,24,88,9,0.089431,0.314286,0.111111,0.164179,0,0.0
G_100_60_core_number,H_100_60_core_number,core_number,26,0,73,0,0.262626,1.0,0.262626,0.416,0,0.0
G_100_60_degree_centrality,H_100_60_degree_centrality,degree_centrality,74,66,25,14,0.448485,0.528571,0.747475,0.619247,0,0.0
G_100_60_fiedler_vector,H_100_60_fiedler_vector,fiedler_vector,61,97,38,38,0.311224,0.386076,0.616162,0.474708,0,0.0
G_100_60_hits,H_100_60_hits,hits,67,91,32,32,0.352632,0.424051,0.676768,0.521401,0,0.0
G_100_60_in_degree_centrality,H_100_60_in_degree_centrality,in_degree_centrality,35,79,64,29,0.196629,0.307018,0.353535,0.328638,0,0.0
G_100_60_katz,H_100_60_katz,katz,57,92,42,34,0.298429,0.38255,0.575758,0.459677,0,0.0
G_100_60_laplacian_eigenmap,H_100_60_laplacian_eigenmap,laplacian_eigenmap,61,97,38,38,0.311224,0.386076,0.616162,0.474708,0,0.0
G_100_60_local_efficiency,H_100_60_local_efficiency,local_efficiency,11,24,88,9,0.089431,0.314286,0.111111,0.164179,0,0.0
G_100_60_normalized_laplacian,H_100_60_normalized_laplacian,normalized_laplacian,66,92,33,33,0.34555,0.417722,0.666667,0.513619,0,0.0
G_100_60_our_degree_centrality,H_100_60_our_degree_centrality,our_degree_centrality,79,62,20,11,0.490683,0.560284,0.79798,0.658333,0,0.0
G_100_60_pagerank,H_100_60_pagerank,pagerank,62,96,37,37,0.317949,0.392405,0.626263,0.48249,0,0.0
G_100_60_spectral_centrality,H_100_60_spectral_centrality,spectral_centrality,72,66,27,16,0.436364,0.521739,0.727273,0.607595,0,0.0
G_100_60_spectral_clustering,H_100_60_spectral_clustering,spectral_clustering,20,56,79,32,0.129032,0.263158,0.20202,0.228571,0,0.0
G_100_60_spectral_radius,H_100_60_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_60_triangle,H_100_60_triangle,triangle,11,14,88,4,0.097345,0.44,0.111111,0.177419,0,0.0
G_100_70,H_100_70,default,34,65,65,0,0.207317,0.343434,0.343434,0.343434,3820,38.2
G_100_70_betweenness_centrality,H_100_70_betweenness_centrality,betweenness_centrality,84,84,15,15,0.459016,0.5,0.848485,0.629213,0,0.0
G_100_70_closeness_centrality,H_100_70_closeness_centrality,closeness_centrality,53,115,46,46,0.247664,0.315476,0.535354,0.397004,0,0.0
G_100_70_clustering_coefficient,H_100_70_clustering_coefficient,clustering_coefficient,17,35,82,12,0.126866,0.326923,0.171717,0.225166,0,0.0
G_100_70_core_number,H_100_70_core_number,core_number,15,0,84,0,0.151515,1.0,0.151515,0.263158,0,0.0
G_100_70_degree_centrality,H_100_70_degree_centrality,degree_centrality,79,75,20,16,0.454023,0.512987,0.79798,0.624506,0,0.0
G_100_70_fiedler_vector,H_100_70_fiedler_vector,fiedler_vector,59,109,40,40,0.283654,0.35119,0.59596,0.441948,0,0.0
G_100_70_hits,H_100_70_hits,hits,79,89,20,20,0.420213,0.470238,0.79798,0.59176,0,0.0
G_100_70_in_degree_centrality,H_100_70_in_degree_centrality,in_degree_centrality,23,79,76,34,0.129213,0.22549,0.232323,0.228856,0,0.0
G_100_70_katz,H_100_70_katz,katz,46,116,53,49,0.213953,0.283951,0.464646,0.35249,0,0.0
G_100_70_laplacian_eigenmap,H_100_70_laplacian_eigenmap,laplacian_eigenmap,59,109,40,40,0.283654,0.35119,0.59596,0.441948,0,0.0
G_100_70_local_efficiency,H_100_70_local_efficiency,local_efficiency,17,35,82,12,0.126866,0.326923,0.171717,0.225166,0,0.0
G_100_70_normalized_laplacian,H_100_70_normalized_laplacian,normalized_laplacian,76,92,23,23,0.397906,0.452381,0.767677,0.569288,0,0.0
G_100_70_our_degree_centrality,H_100_70_our_degree_centrality,our_degree_centrality,83,72,16,12,0.48538,0.535484,0.838384,0.653543,0,0.0
G_100_70_pagerank,H_100_70_pagerank,pagerank,51,117,48,48,0.236111,0.303571,0.515152,0.382022,0,0.0
G_100_70_spectral_centrality,H_100_70_spectral_centrality,spectral_centrality,60,45,39,13,0.416667,0.571429,0.606061,0.588235,0,0.0
G_100_70_spectral_clustering,H_100_70_spectral_clustering,spectral_clustering,24,64,75,26,0.147239,0.272727,0.242424,0.256684,0,0.0
G_100_70_spectral_radius,H_100_70_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_70_triangle,H_100_70_triangle,triangle,14,20,85,5,0.117647,0.411765,0.141414,0.210526,0,0.0
G_100_80,H_100_80,default,35,64,64,0,0.214724,0.353535,0.353535,0.353535,3237,32.37
G_100_80_betweenness_centrality,H_100_80_betweenness_centrality,betweenness_centrality,81,97,18,18,0.413265,0.455056,0.818182,0.584838,0,0.0
G_100_80_closeness_centrality,H_100_80_closeness_centrality,closeness_centrality,70,108,29,29,0.338164,0.393258,0.707071,0.505415,0,0.0
G_100_80_clustering_coefficient,H_100_80_clustering_coefficient,clustering_coefficient,21,48,78,16,0.142857,0.304348,0.212121,0.25,0,0.0
G_100_80_core_number,H_100_80_core_number,core_number,35,24,64,3,0.284553,0.59322,0.353535,0.443038,0,0.0
G_100_80_degree_centrality,H_100_80_degree_centrality,degree_centrality,77,81,22,14,0.427778,0.487342,0.777778,0.599222,0,0.0
G_100_80_fiedler_vector,H_100_80_fiedler_vector,fiedler_vector,62,116,37,37,0.288372,0.348315,0.626263,0.447653,0,0.0
G_100_80_hits,H_100_80_hits,hits,67,111,32,32,0.319048,0.376404,0.676768,0.483755,0,0.0
G_100_80_in_degree_centrality,H_100_80_in_degree_centrality,in_degree_centrality,36,96,63,32,0.184615,0.272727,0.363636,0.311688,0,0.0
G_100_80_katz,H_100_80_katz,katz,61,113,38,35,0.287736,0.350575,0.616162,0.446886,0,0.0
G_100_80_laplacian_eigenmap,H_100_80_laplacian_eigenmap,laplacian_eigenmap,62,116,37,37,0.288372,0.348315,0.626263,0.447653,0,0.0
G_100_80_local_efficiency,H_100_80_local_efficiency,local_efficiency,22,49,77,16,0.148649,0.309859,0.222222,0.258824,0,0.0
G_100_80_normalized_laplacian,H_100_80_normalized_laplacian,normalized_laplacian,59,119,40,40,0.270642,0.331461,0.59596,0.425993,0,0.0
G_100_80_our_degree_centrality,H_100_80_our_degree_centrality,our_degree_centrality,79,81,20,12,0.438889,0.49375,0.79798,0.610039,0,0.0
G_100_80_pagerank,H_100_80_pagerank,pagerank,66,112,33,33,0.312796,0.370787,0.666667,0.476534,0,0.0
G_100_80_spectral_centrality,H_100_80_spectral_centrality,spectral_centrality,80,79,19,13,0.449438,0.503145,0.808081,0.620155,0,0.0
G_100_80_spectral_clustering,H_100_80_spectral_clustering,spectral_clustering,29,72,70,22,0.169591,0.287129,0.292929,0.29,0,0.0
G_100_80_spectral_radius,H_100_80_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_80_triangle,H_100_80_triangle,triangle,20,36,79,9,0.148148,0.357143,0.20202,0.258065,0,0.0
G_100_90,H_100_90,default,29,70,70,4,0.171598,0.292929,0.292929,0.292929,3538,35.38
G_100_90_betweenness_centrality,H_100_90_betweenness_centrality,betweenness_centrality,85,103,14,14,0.420792,0.452128,0.858586,0.592334,0,0.0
G_100_90_closeness_centrality,H_100_90_closeness_centrality,closeness_centrality,53,135,46,46,0.226496,0.281915,0.535354,0.369338,0,0.0
G_100_90_clustering_coefficient,H_100_90_clustering_coefficient,clustering_coefficient,21,34,78,8,0.157895,0.381818,0.212121,0.272727,0,0.0
G_100_90_core_number,H_100_90_core_number,core_number,38,16,61,0,0.330435,0.703704,0.383838,0.496732,0,0.0
G_100_90_degree_centrality,H_100_90_degree_centrality,degree_centrality,76,83,23,11,0.417582,0.477987,0.767677,0.589147,0,0.0
G_100_90_fiedler_vector,H_100_90_fiedler_vector,fiedler_vector,66,122,33,33,0.298643,0.351064,0.666667,0.45993,0,0.0
G_100_90_hits,H_100_90_hits,hits,65,123,34,34,0.292793,0.345745,0.656566,0.452962,0,0.0
G_100_90_in_degree_centrality,H_100_90_in_degree_centrality,in_degree_centrality,31,102,68,37,0.154229,0.233083,0.313131,0.267241,0,0.0
G_100_90_katz,H_100_90_katz,katz,49,134,50,45,0.2103,0.26776,0.494949,0.347518,0,0.0
G_100_90_laplacian_eigenmap,H_100_90_laplacian_eigenmap,laplacian_eigenmap,66,122,33,33,0.298643,0.351064,0.666667,0.45993,0,0.0
G_100_90_local_efficiency,H_100_90_local_efficiency,local_efficiency,21,35,78,8,0.156716,0.375,0.212121,0.270968,0,0.0
G_100_90_normalized_laplacian,H_100_90_normalized_laplacian,normalized_laplacian,68,120,31,31,0.310502,0.361702,0.686869,0.473868,0,0.0
G_100_90_our_degree_centrality,H_100_90_our_degree_centrality,our_degree_centrality,81,86,18,10,0.437838,0.48503,0.818182,0.609023,0,0.0
G_100_90_pagerank,H_100_90_pagerank,pagerank,53,135,46,46,0.226496,0.281915,0.535354,0.369338,0,0.0
G_100_90_spectral_centrality,H_100_90_spectral_centrality,spectral_centrality,86,93,13,13,0.447917,0.480447,0.868687,0.618705,0,0.0
G_100_90_spectral_clustering,H_100_90_spectral_clustering,spectral_clustering,32,65,67,20,0.195122,0.329897,0.323232,0.326531,0,0.0
G_100_90_spectral_radius,H_100_90_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_90_triangle,H_100_90_triangle,triangle,20,28,79,5,0.15748,0.416667,0.20202,0.272109,0,0.0
G_100_100,H_100_100,default,29,70,70,2,0.171598,0.292929,0.292929,0.292929,3722,37.22
G_100_100_betweenness_centrality,H_100_100_betweenness_centrality,betweenness_centrality,84,114,15,15,0.394366,0.424242,0.848485,0.565657,0,0.0
G_100_100_closeness_centrality,H_100_100_closeness_centrality,closeness_centrality,54,141,45,44,0.225,0.276923,0.545455,0.367347,0,0.0
G_100_100_clustering_coefficient,H_100_100_clustering_coefficient,clustering_coefficient,31,73,68,15,0.180233,0.298077,0.313131,0.305419,0,0.0
G_100_100_core_number,H_100_100_core_number,core_number,26,20,73,2,0.218487,0.565217,0.262626,0.358621,0,0.0
G_100_100_degree_centrality,H_100_100_degree_centrality,degree_centrality,76,97,23,12,0.387755,0.439306,0.767677,0.558824,0,0.0
G_100_100_fiedler_vector,H_100_100_fiedler_vector,fiedler_vector,55,143,44,44,0.227273,0.277778,0.555556,0.37037,0,0.0
G_100_100_hits,H_100_100_hits,hits,71,127,28,28,0.314159,0.358586,0.717172,0.478114,0,0.0
G_100_100_in_degree_centrality,H_100_100_in_degree_centrality,in_degree_centrality,32,119,67,34,0.146789,0.211921,0.323232,0.256,0,0.0
G_100_100_katz,H_100_100_katz,katz,50,145,49,48,0.204918,0.25641,0.505051,0.340136,0,0.0
G_100_100_laplacian_eigenmap,H_100_100_laplacian_eigenmap,laplacian_eigenmap,55,143,44,44,0.227273,0.277778,0.555556,0.37037,0,0.0
G_100_100_local_efficiency,H_100_100_local_efficiency,local_efficiency,31,74,68,16,0.179191,0.295238,0.313131,0.303922,0,0.0
G_100_100_normalized_laplacian,H_100_100_normalized_laplacian,normalized_laplacian,60,138,39,39,0.253165,0.30303,0.606061,0.40404,0,0.0
G_100_100_our_degree_centrality,H_100_100_our_degree_centrality,our_degree_centrality,80,101,19,12,0.4,0.441989,0.808081,0.571429,0,0.0
G_100_100_pagerank,H_100_100_pagerank,pagerank,47,151,52,52,0.188,0.237374,0.474747,0.316498,0,0.0
G_100_100_spectral_centrality,H_100_100_spectral_centrality,spectral_centrality,77,109,22,22,0.370192,0.413978,0.777778,0.540351,0,0.0
G_100_100_spectral_clustering,H_100_100_spectral_clustering,spectral_clustering,17,82,82,32,0.093923,0.171717,0.171717,0.171717,0,0.0
G_100_100_spectral_radius,H_100_100_spectral_radius,spectral_radius,0,0,99,0,0.0,0.0,0.0,0.0,0,0.0
G_100_100_triangle,H_100_100_triangle,triangle,25,46,74,5,0.172414,0.352113,0.252525,0.294118,0,0.0
G_500_0,H_500_0,default,339,160,160,1,0.514416,0.679359,0.679359,0.679359,85316,170.632
G_500_0_betweenness_centrality,H_500_0_betweenness_centrality,betweenness_centrality,497,2,2,2,0.992016,0.995992,0.995992,0.995992,0,0.0
G_500_0_closeness_centrality,H_500_0_closeness_centrality,closeness_centrality,0,499,499,499,0.0,0.0,0.0,0.0,0,0.0
G_500_0_clustering_coefficient,H_500_0_clustering_coefficient,clustering_coefficient,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_0_core_number,H_500_0_core_number,core_number,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_0_degree_centrality,H_500_0_degree_centrality,degree_centrality,406,48,93,48,0.74223,0.894273,0.813627,0.852046,0,0.0
G_500_0_fiedler_vector,H_500_0_fiedler_vector,fiedler_vector,275,224,224,224,0.38036,0.551102,0.551102,0.551102,0,0.0
G_500_0_hits,H_500_0_hits,hits,238,261,261,261,0.313158,0.476954,0.476954,0.476954,0,0.0
G_500_0_in_degree_centrality,H_500_0_in_degree_centrality,in_degree_centrality,0,2,499,2,0.0,0.0,0.0,0.0,0,0.0
G_500_0_katz,H_500_0_katz,katz,0,30,499,30,0.0,0.0,0.0,0.0,0,0.0
G_500_0_laplacian_eigenmap,H_500_0_laplacian_eigenmap,laplacian_eigenmap,275,224,224,224,0.38036,0.551102,0.551102,0.551102,0,0.0
G_500_0_local_efficiency,H_500_0_local_efficiency,local_efficiency,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_0_normalized_laplacian,H_500_0_normalized_laplacian,normalized_laplacian,430,69,69,69,0.757042,0.861723,0.861723,0.861723,0,0.0
G_500_0_our_degree_centrality,H_500_0_our_degree_centrality,our_degree_centrality,406,47,93,47,0.74359,0.896247,0.813627,0.852941,0,0.0
G_500_0_pagerank,H_500_0_pagerank,pagerank,232,267,267,267,0.302872,0.46493,0.46493,0.46493,0,0.0
G_500_0_spectral_centrality,H_500_0_spectral_centrality,spectral_centrality,2,0,497,0,0.004008,1.0,0.004008,0.007984,0,0.0
G_500_0_spectral_clustering,H_500_0_spectral_clustering,spectral_clustering,113,130,386,130,0.17965,0.465021,0.226453,0.304582,0,0.0
G_500_0_spectral_radius,H_500_0_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_0_triangle,H_500_0_triangle,triangle,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_10,H_500_10,default,303,196,196,3,0.435971,0.607214,0.607214,0.607214,90924,181.848
G_500_10_betweenness_centrality,H_500_10_betweenness_centrality,betweenness_centrality,469,79,30,30,0.811419,0.855839,0.93988,0.895893,0,0.0
G_500_10_closeness_centrality,H_500_10_closeness_centrality,closeness_centrality,305,243,194,194,0.411051,0.556569,0.611222,0.582617,0,0.0
G_500_10_clustering_coefficient,H_500_10_clustering_coefficient,clustering_coefficient,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_10_core_number,H_500_10_core_number,core_number,191,0,308,0,0.382766,1.0,0.382766,0.553623,0,0.0
G_500_10_degree_centrality,H_500_10_degree_centrality,degree_centrality,403,88,96,54,0.686542,0.820774,0.807615,0.814141,0,0.0
G_500_10_fiedler_vector,H_500_10_fiedler_vector,fiedler_vector,271,277,228,228,0.349227,0.494526,0.543086,0.51767,0,0.0
G_500_10_hits,H_500_10_hits,hits,254,294,245,245,0.320303,0.463504,0.509018,0.485196,0,0.0
G_500_10_in_degree_centrality,H_500_10_in_degree_centrality,in_degree_centrality,63,85,436,45,0.107877,0.425676,0.126253,0.194745,0,0.0
G_500_10_katz,H_500_10_katz,katz,203,116,296,67,0.330081,0.636364,0.406814,0.496333,0,0.0
G_500_10_laplacian_eigenmap,H_500_10_laplacian_eigenmap,laplacian_eigenmap,271,277,228,228,0.349227,0.494526,0.543086,0.51767,0,0.0
G_500_10_local_efficiency,H_500_10_local_efficiency,local_efficiency,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_10_normalized_laplacian,H_500_10_normalized_laplacian,normalized_laplacian,400,148,99,99,0.618238,0.729927,0.801603,0.764088,0,0.0
G_500_10_our_degree_centrality,H_500_10_our_degree_centrality,our_degree_centrality,405,97,94,50,0.67953,0.806773,0.811623,0.809191,0,0.0
G_500_10_pagerank,H_500_10_pagerank,pagerank,260,288,239,239,0.330368,0.474453,0.521042,0.496657,0,0.0
G_500_10_spectral_centrality,H_500_10_spectral_centrality,spectral_centrality,36,18,463,10,0.069632,0.666667,0.072144,0.130199,0,0.0
G_500_10_spectral_clustering,H_500_10_spectral_clustering,spectral_clustering,125,152,374,126,0.192012,0.451264,0.250501,0.322165,0,0.0
G_500_10_spectral_radius,H_500_10_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_10_triangle,H_500_10_triangle,triangle,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_20,H_500_20,default,252,247,247,3,0.337802,0.50501,0.50501,0.50501,95013,190.026
G_500_20_betweenness_centrality,H_500_20_betweenness_centrality,betweenness_centrality,454,144,45,45,0.706065,0.759197,0.90982,0.827712,0,0.0
G_500_20_closeness_centrality,H_500_20_closeness_centrality,closeness_centrality,259,339,240,240,0.309069,0.43311,0.519038,0.472197,0,0.0
G_500_20_clustering_coefficient,H_500_20_clustering_coefficient,clustering_coefficient,4,4,495,2,0.007952,0.5,0.008016,0.015779,0,0.0
G_500_20_core_number,H_500_20_core_number,core_number,176,0,323,0,0.352705,1.0,0.352705,0.521481,0,0.0
G_500_20_degree_centrality,H_500_20_degree_centrality,degree_centrality,403,135,96,60,0.635647,0.749071,0.807615,0.777242,0,0.0
G_500_20_fiedler_vector,H_500_20_fiedler_vector,fiedler_vector,240,358,259,259,0.280047,0.401338,0.480962,0.437557,0,0.0
G_500_20_hits,H_500_20_hits,hits,236,362,263,263,0.2741,0.394649,0.472946,0.430264,0,0.0
G_500_20_in_degree_centrality,H_500_20_in_degree_centrality,in_degree_centrality,81,169,418,86,0.121257,0.324,0.162325,0.216288,0,0.0
G_500_20_katz,H_500_20_katz,katz,185,211,314,114,0.260563,0.467172,0.370741,0.413408,0,0.0
G_500_20_laplacian_eigenmap,H_500_20_laplacian_eigenmap,laplacian_eigenmap,240,358,259,259,0.280047,0.401338,0.480962,0.437557,0,0.0
G_500_20_local_efficiency,H_500_20_local_efficiency,local_efficiency,4,4,495,2,0.007952,0.5,0.008016,0.015779,0,0.0
G_500_20_normalized_laplacian,H_500_20_normalized_laplacian,normalized_laplacian,382,216,117,117,0.534266,0.638796,0.765531,0.696445,0,0.0
G_500_20_our_degree_centrality,H_500_20_our_degree_centrality,our_degree_centrality,405,141,94,51,0.632812,0.741758,0.811623,0.77512,0,0.0
G_500_20_pagerank,H_500_20_pagerank,pagerank,272,326,227,227,0.329697,0.454849,0.54509,0.495898,0,0.0
G_500_20_spectral_centrality,H_500_20_spectral_centrality,spectral_centrality,71,32,428,24,0.13371,0.68932,0.142285,0.23588,0,0.0
G_500_20_spectral_clustering,H_500_20_spectral_clustering,spectral_clustering,129,165,370,112,0.194277,0.438776,0.258517,0.325347,0,0.0
G_500_20_spectral_radius,H_500_20_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_20_triangle,H_500_20_triangle,triangle,4,2,495,1,0.007984,0.666667,0.008016,0.015842,0,0.0
G_500_30,H_500_30,default,235,264,264,10,0.307995,0.470942,0.470942,0.470942,98575,197.15
G_500_30_betweenness_centrality,H_500_30_betweenness_centrality,betweenness_centrality,439,209,60,60,0.620056,0.677469,0.87976,0.765475,0,0.0
G_500_30_closeness_centrality,H_500_30_closeness_centrality,closeness_centrality,249,399,250,250,0.277283,0.384259,0.498998,0.434176,0,0.0
G_500_30_clustering_coefficient,H_500_30_clustering_coefficient,clustering_coefficient,16,16,483,8,0.031068,0.5,0.032064,0.060264,0,0.0
G_500_30_core_number,H_500_30_core_number,core_number,165,0,334,0,0.330661,1.0,0.330661,0.496988,0,0.0
G_500_30_degree_centrality,H_500_30_degree_centrality,degree_centrality,399,172,100,57,0.594635,0.698774,0.799599,0.745794,0,0.0
G_500_30_fiedler_vector,H_500_30_fiedler_vector,fiedler_vector,212,436,287,287,0.226738,0.32716,0.42485,0.36966,0,0.0
G_500_30_hits,H_500_30_hits,hits,230,418,269,269,0.250818,0.354938,0.460922,0.401046,0,0.0
G_500_30_in_degree_centrality,H_500_30_in_degree_centrality,in_degree_centrality,96,225,403,106,0.132597,0.299065,0.192385,0.234146,0,0.0
G_500_30_katz,H_500_30_katz,katz,200,287,299,141,0.254453,0.410678,0.400802,0.40568,0,0.0
G_500_30_laplacian_eigenmap,H_500_30_laplacian_eigenmap,laplacian_eigenmap,212,436,287,287,0.226738,0.32716,0.42485,0.36966,0,0.0
G_500_30_local_efficiency,H_500_30_local_efficiency,local_efficiency,16,16,483,8,0.031068,0.5,0.032064,0.060264,0,0.0
G_500_30_normalized_laplacian,H_500_30_normalized_laplacian,normalized_laplacian,364,284,135,135,0.464879,0.561728,0.729459,0.634699,0,0.0
G_500_30_our_degree_centrality,H_500_30_our_degree_centrality,our_degree_centrality,402,179,97,50,0.59292,0.69191,0.805611,0.744444,0,0.0
G_500_30_pagerank,H_500_30_pagerank,pagerank,273,375,226,226,0.312357,0.421296,0.547094,0.476024,0,0.0
G_500_30_spectral_centrality,H_500_30_spectral_centrality,spectral_centrality,181,100,318,50,0.30217,0.644128,0.362725,0.464103,0,0.0
G_500_30_spectral_clustering,H_500_30_spectral_clustering,spectral_clustering,133,191,366,123,0.192754,0.410494,0.266533,0.323208,0,0.0
